customer_id,total_spent,latest_purchased_brand,latest_brand_tier,most_purchased_brand,most_purchased_brand_tier,latest_brand_name,most_purchased_brand_name
1224,24607.0261,1,mid,9,high,Electra,Trek
1224,24607.0261,7,mid,9,high,"Sun Bicycles",Trek
1224,24607.0261,7,mid,9,high,"Sun Bicycles",Trek
1224,24607.0261,9,high,9,high,Trek,Trek
9,24433.8818,1,mid,1,mid,Electra,Electra
9,24433.8818,9,high,1,mid,Trek,Electra
9,24433.8818,9,high,1,mid,Trek,Electra
9,24433.8818,7,mid,1,mid,"Sun Bicycles",Electra
9,24433.8818,9,high,1,mid,Trek,Electra
12,24305.1394,7,mid,1,mid,"Sun Bicycles",Electra
12,24305.1394,1,mid,1,mid,Electra,Electra
12,24305.1394,9,high,1,mid,Trek,Electra
3,24051.5279,1,mid,1,mid,Electra,Electra
3,24051.5279,1,mid,1,mid,Electra,Electra
3,24051.5279,1,mid,1,mid,Electra,Electra
3,24051.5279,1,mid,1,mid,Electra,Electra
3,24051.5279,7,mid,1,mid,"Sun Bicycles",Electra
85,23195.0754,9,high,9,high,Trek,Trek
85,23195.0754,8,high,9,high,Surly,Trek
85,23195.0754,1,mid,9,high,Electra,Trek
85,23195.0754,1,mid,9,high,Electra,Trek
85,23195.0754,1,mid,9,high,Electra,Trek
43,23049.0570,9,high,9,high,Trek,Trek
43,23049.0570,8,high,9,high,Surly,Trek
43,23049.0570,1,mid,9,high,Electra,Trek
43,23049.0570,9,high,9,high,Trek,Trek
43,23049.0570,9,high,9,high,Trek,Trek
66,23026.2923,9,high,9,high,Trek,Trek
66,23026.2923,9,high,9,high,Trek,Trek
66,23026.2923,1,mid,9,high,Electra,Trek
66,23026.2923,6,low,9,high,Strider,Trek
35,22061.0729,1,mid,9,high,Electra,Trek
35,22061.0729,9,high,9,high,Trek,Trek
35,22061.0729,1,mid,9,high,Electra,Trek
38,21535.6665,9,high,9,high,Trek,Trek
38,21535.6665,8,high,9,high,Surly,Trek
38,21535.6665,9,high,9,high,Trek,Trek
58,21514.4615,7,mid,9,high,"Sun Bicycles",Trek
58,21514.4615,8,high,9,high,Surly,Trek
58,21514.4615,9,high,9,high,Trek,Trek
58,21514.4615,2,mid,9,high,Haro,Trek
58,21514.4615,1,mid,9,high,Electra,Trek
4,21150.8927,9,high,9,high,Trek,Trek
4,21150.8927,1,mid,9,high,Electra,Trek
4,21150.8927,6,low,9,high,Strider,Trek
4,21150.8927,9,high,9,high,Trek,Trek
4,21150.8927,1,mid,9,high,Electra,Trek
1214,20648.9537,9,high,9,high,Trek,Trek
1214,20648.9537,9,high,9,high,Trek,Trek
1214,20648.9537,9,high,9,high,Trek,Trek
1214,20648.9537,9,high,9,high,Trek,Trek
425,20509.4254,9,high,9,high,Trek,Trek
425,20509.4254,9,high,9,high,Trek,Trek
425,20509.4254,7,mid,9,high,"Sun Bicycles",Trek
425,20509.4254,1,mid,9,high,Electra,Trek
425,20509.4254,9,high,9,high,Trek,Trek
238,20177.7457,9,high,9,high,Trek,Trek
238,20177.7457,8,high,9,high,Surly,Trek
238,20177.7457,9,high,9,high,Trek,Trek
238,20177.7457,7,mid,9,high,"Sun Bicycles",Trek
63,20086.3708,2,mid,9,high,Haro,Trek
63,20086.3708,9,high,9,high,Trek,Trek
63,20086.3708,9,high,9,high,Trek,Trek
63,20086.3708,9,high,9,high,Trek,Trek
63,20086.3708,1,mid,9,high,Electra,Trek
28,19992.8648,9,high,9,high,Trek,Trek
28,19992.8648,7,mid,9,high,"Sun Bicycles",Trek
28,19992.8648,1,mid,9,high,Electra,Trek
28,19992.8648,1,mid,9,high,Electra,Trek
28,19992.8648,9,high,9,high,Trek,Trek
31,19756.6432,9,high,8,high,Trek,Surly
31,19756.6432,1,mid,8,high,Electra,Surly
31,19756.6432,9,high,8,high,Trek,Surly
1023,19329.9492,9,high,9,high,Trek,Trek
1023,19329.9492,9,high,9,high,Trek,Trek
1023,19329.9492,9,high,9,high,Trek,Trek
1023,19329.9492,9,high,9,high,Trek,Trek
2,19329.0849,1,mid,1,mid,Electra,Electra
33,19043.9036,9,high,9,high,Trek,Trek
82,18995.0137,1,mid,7,mid,Electra,"Sun Bicycles"
82,18995.0137,1,mid,7,mid,Electra,"Sun Bicycles"
82,18995.0137,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
82,18995.0137,9,high,7,mid,Trek,"Sun Bicycles"
91,18856.8770,9,high,9,high,Trek,Trek
91,18856.8770,9,high,9,high,Trek,Trek
91,18856.8770,1,mid,9,high,Electra,Trek
91,18856.8770,1,mid,9,high,Electra,Trek
464,18853.3544,9,high,9,high,Trek,Trek
464,18853.3544,9,high,9,high,Trek,Trek
464,18853.3544,8,high,9,high,Surly,Trek
464,18853.3544,9,high,9,high,Trek,Trek
1100,18670.9288,1,mid,9,high,Electra,Trek
1100,18670.9288,9,high,9,high,Trek,Trek
1100,18670.9288,9,high,9,high,Trek,Trek
1100,18670.9288,9,high,9,high,Trek,Trek
227,18553.7300,9,high,9,high,Trek,Trek
227,18553.7300,2,mid,9,high,Haro,Trek
227,18553.7300,9,high,9,high,Trek,Trek
227,18553.7300,9,high,9,high,Trek,Trek
227,18553.7300,8,high,9,high,Surly,Trek
108,18281.4729,7,mid,9,high,"Sun Bicycles",Trek
108,18281.4729,9,high,9,high,Trek,Trek
108,18281.4729,9,high,9,high,Trek,Trek
1007,18278.9436,9,high,9,high,Trek,Trek
1007,18278.9436,9,high,9,high,Trek,Trek
1007,18278.9436,9,high,9,high,Trek,Trek
1007,18278.9436,9,high,9,high,Trek,Trek
525,18114.9309,9,high,9,high,Trek,Trek
525,18114.9309,2,mid,9,high,Haro,Trek
525,18114.9309,9,high,9,high,Trek,Trek
525,18114.9309,1,mid,9,high,Electra,Trek
525,18114.9309,9,high,9,high,Trek,Trek
32,18037.2850,9,high,9,high,Trek,Trek
32,18037.2850,9,high,9,high,Trek,Trek
32,18037.2850,9,high,9,high,Trek,Trek
157,17861.1996,1,mid,1,mid,Electra,Electra
157,17861.1996,7,mid,1,mid,"Sun Bicycles",Electra
157,17861.1996,9,high,1,mid,Trek,Electra
157,17861.1996,1,mid,1,mid,Electra,Electra
157,17861.1996,1,mid,1,mid,Electra,Electra
289,17834.9634,9,high,9,high,Trek,Trek
289,17834.9634,9,high,9,high,Trek,Trek
289,17834.9634,9,high,9,high,Trek,Trek
39,17783.4874,1,mid,9,high,Electra,Trek
39,17783.4874,1,mid,9,high,Electra,Trek
39,17783.4874,9,high,9,high,Trek,Trek
39,17783.4874,9,high,9,high,Trek,Trek
39,17783.4874,9,high,9,high,Trek,Trek
1037,17758.3490,9,high,9,high,Trek,Trek
1037,17758.3490,9,high,9,high,Trek,Trek
1037,17758.3490,8,high,9,high,Surly,Trek
1037,17758.3490,5,mid,9,high,Ritchey,Trek
182,17746.5951,9,high,9,high,Trek,Trek
182,17746.5951,8,high,9,high,Surly,Trek
182,17746.5951,9,high,9,high,Trek,Trek
182,17746.5951,8,high,9,high,Surly,Trek
1005,17611.9570,9,high,9,high,Trek,Trek
1005,17611.9570,9,high,9,high,Trek,Trek
1005,17611.9570,1,mid,9,high,Electra,Trek
607,17580.7168,3,high,9,high,Heller,Trek
607,17580.7168,9,high,9,high,Trek,Trek
607,17580.7168,9,high,9,high,Trek,Trek
607,17580.7168,9,high,9,high,Trek,Trek
607,17580.7168,9,high,9,high,Trek,Trek
5,17520.2919,9,high,9,high,Trek,Trek
5,17520.2919,7,mid,9,high,"Sun Bicycles",Trek
1421,17494.9405,9,high,9,high,Trek,Trek
1421,17494.9405,9,high,9,high,Trek,Trek
1421,17494.9405,9,high,9,high,Trek,Trek
1421,17494.9405,1,mid,9,high,Electra,Trek
339,17479.9570,9,high,9,high,Trek,Trek
339,17479.9570,9,high,9,high,Trek,Trek
339,17479.9570,9,high,9,high,Trek,Trek
383,17305.9384,8,high,9,high,Surly,Trek
383,17305.9384,9,high,9,high,Trek,Trek
383,17305.9384,9,high,9,high,Trek,Trek
383,17305.9384,9,high,9,high,Trek,Trek
40,17240.5623,1,mid,1,mid,Electra,Electra
40,17240.5623,1,mid,1,mid,Electra,Electra
40,17240.5623,8,high,1,mid,Surly,Electra
54,17225.4439,9,high,9,high,Trek,Trek
109,17193.9034,2,mid,9,high,Haro,Trek
109,17193.9034,1,mid,9,high,Electra,Trek
109,17193.9034,9,high,9,high,Trek,Trek
109,17193.9034,9,high,9,high,Trek,Trek
109,17193.9034,9,high,9,high,Trek,Trek
21,17123.9975,9,high,9,high,Trek,Trek
21,17123.9975,4,low,9,high,"Pure Cycles",Trek
1391,17086.9343,9,high,9,high,Trek,Trek
1391,17086.9343,9,high,9,high,Trek,Trek
1391,17086.9343,1,mid,9,high,Electra,Trek
1391,17086.9343,9,high,9,high,Trek,Trek
153,17068.4922,7,mid,9,high,"Sun Bicycles",Trek
153,17068.4922,1,mid,9,high,Electra,Trek
153,17068.4922,9,high,9,high,Trek,Trek
153,17068.4922,1,mid,9,high,Electra,Trek
976,16950.0770,9,high,9,high,Trek,Trek
976,16950.0770,9,high,9,high,Trek,Trek
976,16950.0770,7,mid,9,high,"Sun Bicycles",Trek
976,16950.0770,1,mid,9,high,Electra,Trek
976,16950.0770,9,high,9,high,Trek,Trek
47,16935.6408,9,high,9,high,Trek,Trek
47,16935.6408,1,mid,9,high,Electra,Trek
47,16935.6408,9,high,9,high,Trek,Trek
47,16935.6408,1,mid,9,high,Electra,Trek
47,16935.6408,9,high,9,high,Trek,Trek
651,16890.1469,8,high,9,high,Surly,Trek
651,16890.1469,9,high,9,high,Trek,Trek
651,16890.1469,9,high,9,high,Trek,Trek
651,16890.1469,9,high,9,high,Trek,Trek
534,16846.9540,1,mid,9,high,Electra,Trek
534,16846.9540,9,high,9,high,Trek,Trek
534,16846.9540,9,high,9,high,Trek,Trek
119,16764.1256,1,mid,1,mid,Electra,Electra
119,16764.1256,9,high,1,mid,Trek,Electra
19,16739.9958,2,mid,2,mid,Haro,Haro
19,16739.9958,1,mid,2,mid,Electra,Haro
22,16651.0484,1,mid,1,mid,Electra,Electra
22,16651.0484,1,mid,1,mid,Electra,Electra
22,16651.0484,9,high,1,mid,Trek,Electra
1382,16491.5200,7,mid,8,high,"Sun Bicycles",Surly
1382,16491.5200,8,high,8,high,Surly,Surly
1382,16491.5200,1,mid,8,high,Electra,Surly
1382,16491.5200,8,high,8,high,Surly,Surly
1382,16491.5200,9,high,8,high,Trek,Surly
184,16436.0650,9,high,9,high,Trek,Trek
184,16436.0650,4,low,9,high,"Pure Cycles",Trek
184,16436.0650,9,high,9,high,Trek,Trek
70,16338.9384,9,high,9,high,Trek,Trek
50,16179.1167,1,mid,1,mid,Electra,Electra
50,16179.1167,9,high,1,mid,Trek,Electra
79,16025.0715,9,high,1,mid,Trek,Electra
79,16025.0715,2,mid,1,mid,Haro,Electra
79,16025.0715,9,high,1,mid,Trek,Electra
79,16025.0715,9,high,1,mid,Trek,Electra
79,16025.0715,1,mid,1,mid,Electra,Electra
971,15876.4261,1,mid,9,high,Electra,Trek
971,15876.4261,7,mid,9,high,"Sun Bicycles",Trek
971,15876.4261,9,high,9,high,Trek,Trek
971,15876.4261,9,high,9,high,Trek,Trek
971,15876.4261,8,high,9,high,Surly,Trek
172,15841.0992,9,high,9,high,Trek,Trek
172,15841.0992,1,mid,9,high,Electra,Trek
14,15766.7006,1,mid,1,mid,Electra,Electra
14,15766.7006,1,mid,1,mid,Electra,Electra
14,15766.7006,9,high,1,mid,Trek,Electra
14,15766.7006,1,mid,1,mid,Electra,Electra
1199,15455.6250,1,mid,1,mid,Electra,Electra
1199,15455.6250,9,high,1,mid,Trek,Electra
1199,15455.6250,8,high,1,mid,Surly,Electra
1199,15455.6250,9,high,1,mid,Trek,Electra
1199,15455.6250,1,mid,1,mid,Electra,Electra
908,15439.9468,9,high,9,high,Trek,Trek
908,15439.9468,1,mid,9,high,Electra,Trek
908,15439.9468,9,high,9,high,Trek,Trek
809,15416.1565,1,mid,9,high,Electra,Trek
809,15416.1565,9,high,9,high,Trek,Trek
809,15416.1565,7,mid,9,high,"Sun Bicycles",Trek
809,15416.1565,9,high,9,high,Trek,Trek
809,15416.1565,9,high,9,high,Trek,Trek
136,15314.0132,9,high,9,high,Trek,Trek
136,15314.0132,1,mid,9,high,Electra,Trek
136,15314.0132,9,high,9,high,Trek,Trek
1132,15205.9284,9,high,9,high,Trek,Trek
1132,15205.9284,8,high,9,high,Surly,Trek
1132,15205.9284,9,high,9,high,Trek,Trek
1132,15205.9284,2,mid,9,high,Haro,Trek
1132,15205.9284,7,mid,9,high,"Sun Bicycles",Trek
840,15097.9060,4,low,9,high,"Pure Cycles",Trek
840,15097.9060,9,high,9,high,Trek,Trek
840,15097.9060,9,high,9,high,Trek,Trek
531,15087.2644,7,mid,9,high,"Sun Bicycles",Trek
531,15087.2644,9,high,9,high,Trek,Trek
531,15087.2644,9,high,9,high,Trek,Trek
195,14935.0311,1,mid,8,high,Electra,Surly
195,14935.0311,8,high,8,high,Surly,Surly
195,14935.0311,9,high,8,high,Trek,Surly
195,14935.0311,8,high,8,high,Surly,Surly
195,14935.0311,9,high,8,high,Trek,Surly
18,14877.2890,9,high,9,high,Trek,Trek
18,14877.2890,9,high,9,high,Trek,Trek
18,14877.2890,9,high,9,high,Trek,Trek
18,14877.2890,9,high,9,high,Trek,Trek
13,14774.4583,8,high,9,high,Surly,Trek
13,14774.4583,7,mid,9,high,"Sun Bicycles",Trek
13,14774.4583,9,high,9,high,Trek,Trek
374,14735.4152,8,high,9,high,Surly,Trek
374,14735.4152,7,mid,9,high,"Sun Bicycles",Trek
374,14735.4152,1,mid,9,high,Electra,Trek
374,14735.4152,9,high,9,high,Trek,Trek
374,14735.4152,9,high,9,high,Trek,Trek
663,14567.1570,7,mid,9,high,"Sun Bicycles",Trek
663,14567.1570,9,high,9,high,Trek,Trek
663,14567.1570,9,high,9,high,Trek,Trek
1131,14566.4345,9,high,9,high,Trek,Trek
1131,14566.4345,1,mid,9,high,Electra,Trek
1131,14566.4345,8,high,9,high,Surly,Trek
1131,14566.4345,9,high,9,high,Trek,Trek
1131,14566.4345,9,high,9,high,Trek,Trek
25,14529.2583,9,high,9,high,Trek,Trek
25,14529.2583,1,mid,9,high,Electra,Trek
25,14529.2583,4,low,9,high,"Pure Cycles",Trek
25,14529.2583,2,mid,9,high,Haro,Trek
25,14529.2583,8,high,9,high,Surly,Trek
263,14405.0464,1,mid,1,mid,Electra,Electra
263,14405.0464,9,high,1,mid,Trek,Electra
263,14405.0464,1,mid,1,mid,Electra,Electra
263,14405.0464,3,high,1,mid,Heller,Electra
263,14405.0464,9,high,1,mid,Trek,Electra
904,14397.1379,9,high,9,high,Trek,Trek
904,14397.1379,9,high,9,high,Trek,Trek
904,14397.1379,1,mid,9,high,Electra,Trek
904,14397.1379,9,high,9,high,Trek,Trek
904,14397.1379,9,high,9,high,Trek,Trek
1171,14249.6462,9,high,9,high,Trek,Trek
1171,14249.6462,8,high,9,high,Surly,Trek
1171,14249.6462,9,high,9,high,Trek,Trek
1171,14249.6462,9,high,9,high,Trek,Trek
192,14208.3881,9,high,7,mid,Trek,"Sun Bicycles"
192,14208.3881,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
192,14208.3881,1,mid,7,mid,Electra,"Sun Bicycles"
24,14199.9558,9,high,1,mid,Trek,Electra
24,14199.9558,9,high,1,mid,Trek,Electra
24,14199.9558,1,mid,1,mid,Electra,Electra
24,14199.9558,1,mid,1,mid,Electra,Electra
24,14199.9558,6,low,1,mid,Strider,Electra
167,14172.2185,7,mid,9,high,"Sun Bicycles",Trek
167,14172.2185,2,mid,9,high,Haro,Trek
167,14172.2185,9,high,9,high,Trek,Trek
167,14172.2185,2,mid,9,high,Haro,Trek
167,14172.2185,9,high,9,high,Trek,Trek
1020,14141.3394,8,high,1,mid,Surly,Electra
1020,14141.3394,9,high,1,mid,Trek,Electra
1020,14141.3394,2,mid,1,mid,Haro,Electra
1020,14141.3394,1,mid,1,mid,Electra,Electra
53,14068.2366,1,mid,1,mid,Electra,Electra
37,14011.8265,8,high,1,mid,Surly,Electra
37,14011.8265,1,mid,1,mid,Electra,Electra
37,14011.8265,1,mid,1,mid,Electra,Electra
37,14011.8265,1,mid,1,mid,Electra,Electra
292,13947.5449,9,high,9,high,Trek,Trek
292,13947.5449,7,mid,9,high,"Sun Bicycles",Trek
292,13947.5449,1,mid,9,high,Electra,Trek
292,13947.5449,8,high,9,high,Surly,Trek
292,13947.5449,9,high,9,high,Trek,Trek
72,13914.3345,9,high,9,high,Trek,Trek
72,13914.3345,9,high,9,high,Trek,Trek
59,13854.6016,9,high,1,mid,Trek,Electra
59,13854.6016,9,high,1,mid,Trek,Electra
59,13854.6016,1,mid,1,mid,Electra,Electra
59,13854.6016,1,mid,1,mid,Electra,Electra
692,13821.5310,9,high,9,high,Trek,Trek
692,13821.5310,8,high,9,high,Surly,Trek
170,13801.2997,9,high,9,high,Trek,Trek
170,13801.2997,9,high,9,high,Trek,Trek
170,13801.2997,9,high,9,high,Trek,Trek
123,13783.7813,7,mid,9,high,"Sun Bicycles",Trek
123,13783.7813,9,high,9,high,Trek,Trek
123,13783.7813,9,high,9,high,Trek,Trek
123,13783.7813,1,mid,9,high,Electra,Trek
123,13783.7813,9,high,9,high,Trek,Trek
296,13773.6277,1,mid,1,mid,Electra,Electra
296,13773.6277,9,high,1,mid,Trek,Electra
296,13773.6277,1,mid,1,mid,Electra,Electra
296,13773.6277,9,high,1,mid,Trek,Electra
296,13773.6277,1,mid,1,mid,Electra,Electra
1063,13765.5468,9,high,9,high,Trek,Trek
1063,13765.5468,7,mid,9,high,"Sun Bicycles",Trek
1063,13765.5468,2,mid,9,high,Haro,Trek
1063,13765.5468,9,high,9,high,Trek,Trek
169,13678.3570,7,mid,9,high,"Sun Bicycles",Trek
169,13678.3570,9,high,9,high,Trek,Trek
187,13611.6259,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
187,13611.6259,1,mid,7,mid,Electra,"Sun Bicycles"
187,13611.6259,1,mid,7,mid,Electra,"Sun Bicycles"
187,13611.6259,9,high,7,mid,Trek,"Sun Bicycles"
187,13611.6259,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
87,13546.9484,1,mid,1,mid,Electra,Electra
87,13546.9484,9,high,1,mid,Trek,Electra
734,13287.5262,1,mid,9,high,Electra,Trek
734,13287.5262,9,high,9,high,Trek,Trek
734,13287.5262,9,high,9,high,Trek,Trek
734,13287.5262,9,high,9,high,Trek,Trek
503,13242.9620,9,high,9,high,Trek,Trek
503,13242.9620,9,high,9,high,Trek,Trek
595,13191.9384,1,mid,1,mid,Electra,Electra
595,13191.9384,1,mid,1,mid,Electra,Electra
595,13191.9384,1,mid,1,mid,Electra,Electra
595,13191.9384,9,high,1,mid,Trek,Electra
681,13130.8288,8,high,9,high,Surly,Trek
681,13130.8288,3,high,9,high,Heller,Trek
681,13130.8288,9,high,9,high,Trek,Trek
681,13130.8288,1,mid,9,high,Electra,Trek
681,13130.8288,9,high,9,high,Trek,Trek
883,13107.4410,1,mid,9,high,Electra,Trek
883,13107.4410,9,high,9,high,Trek,Trek
883,13107.4410,9,high,9,high,Trek,Trek
883,13107.4410,2,mid,9,high,Haro,Trek
883,13107.4410,8,high,9,high,Surly,Trek
226,13033.5961,1,mid,9,high,Electra,Trek
226,13033.5961,1,mid,9,high,Electra,Trek
226,13033.5961,8,high,9,high,Surly,Trek
226,13033.5961,9,high,9,high,Trek,Trek
226,13033.5961,9,high,9,high,Trek,Trek
175,13023.9260,1,mid,1,mid,Electra,Electra
175,13023.9260,9,high,1,mid,Trek,Electra
175,13023.9260,1,mid,1,mid,Electra,Electra
1438,12980.9387,1,mid,1,mid,Electra,Electra
1438,12980.9387,1,mid,1,mid,Electra,Electra
1438,12980.9387,9,high,1,mid,Trek,Electra
1438,12980.9387,8,high,1,mid,Surly,Electra
1438,12980.9387,9,high,1,mid,Trek,Electra
441,12965.7468,1,mid,9,high,Electra,Trek
441,12965.7468,9,high,9,high,Trek,Trek
441,12965.7468,9,high,9,high,Trek,Trek
310,12935.9494,8,high,9,high,Surly,Trek
310,12935.9494,9,high,9,high,Trek,Trek
310,12935.9494,9,high,9,high,Trek,Trek
140,12909.9214,9,high,1,mid,Trek,Electra
140,12909.9214,1,mid,1,mid,Electra,Electra
140,12909.9214,1,mid,1,mid,Electra,Electra
140,12909.9214,9,high,1,mid,Trek,Electra
140,12909.9214,7,mid,1,mid,"Sun Bicycles",Electra
803,12867.9580,9,high,9,high,Trek,Trek
803,12867.9580,9,high,9,high,Trek,Trek
803,12867.9580,2,mid,9,high,Haro,Trek
231,12861.8789,7,mid,1,mid,"Sun Bicycles",Electra
231,12861.8789,9,high,1,mid,Trek,Electra
231,12861.8789,7,mid,1,mid,"Sun Bicycles",Electra
231,12861.8789,1,mid,1,mid,Electra,Electra
116,12793.6337,8,high,8,high,Surly,Surly
116,12793.6337,1,mid,8,high,Electra,Surly
1070,12774.2451,1,mid,7,mid,Electra,"Sun Bicycles"
1070,12774.2451,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1070,12774.2451,9,high,7,mid,Trek,"Sun Bicycles"
1070,12774.2451,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1070,12774.2451,2,mid,7,mid,Haro,"Sun Bicycles"
334,12663.9560,2,mid,9,high,Haro,Trek
334,12663.9560,9,high,9,high,Trek,Trek
334,12663.9560,9,high,9,high,Trek,Trek
1403,12595.0730,9,high,9,high,Trek,Trek
1403,12595.0730,9,high,9,high,Trek,Trek
1403,12595.0730,8,high,9,high,Surly,Trek
86,12551.9970,1,mid,1,mid,Electra,Electra
86,12551.9970,1,mid,1,mid,Electra,Electra
86,12551.9970,3,high,1,mid,Heller,Electra
700,12541.7634,9,high,9,high,Trek,Trek
700,12541.7634,7,mid,9,high,"Sun Bicycles",Trek
105,12461.5479,1,mid,3,high,Electra,Heller
105,12461.5479,3,high,3,high,Heller,Heller
105,12461.5479,8,high,3,high,Surly,Heller
105,12461.5479,9,high,3,high,Trek,Heller
95,12433.4557,9,high,9,high,Trek,Trek
95,12433.4557,8,high,9,high,Surly,Trek
95,12433.4557,9,high,9,high,Trek,Trek
1237,12420.7130,1,mid,1,mid,Electra,Electra
1237,12420.7130,8,high,1,mid,Surly,Electra
1237,12420.7130,9,high,1,mid,Trek,Electra
1237,12420.7130,1,mid,1,mid,Electra,Electra
1237,12420.7130,1,mid,1,mid,Electra,Electra
1086,12400.8480,8,high,9,high,Surly,Trek
1086,12400.8480,9,high,9,high,Trek,Trek
1086,12400.8480,9,high,9,high,Trek,Trek
1086,12400.8480,9,high,9,high,Trek,Trek
1086,12400.8480,9,high,9,high,Trek,Trek
1090,12392.9547,9,high,9,high,Trek,Trek
1090,12392.9547,1,mid,9,high,Electra,Trek
1090,12392.9547,9,high,9,high,Trek,Trek
1258,12381.8274,1,mid,1,mid,Electra,Electra
1258,12381.8274,9,high,1,mid,Trek,Electra
1258,12381.8274,1,mid,1,mid,Electra,Electra
1258,12381.8274,7,mid,1,mid,"Sun Bicycles",Electra
203,12369.6265,9,high,1,mid,Trek,Electra
203,12369.6265,1,mid,1,mid,Electra,Electra
203,12369.6265,1,mid,1,mid,Electra,Electra
203,12369.6265,1,mid,1,mid,Electra,Electra
203,12369.6265,7,mid,1,mid,"Sun Bicycles",Electra
1103,12334.9570,9,high,9,high,Trek,Trek
1103,12334.9570,9,high,9,high,Trek,Trek
1103,12334.9570,1,mid,9,high,Electra,Trek
194,12320.1207,1,mid,8,high,Electra,Surly
194,12320.1207,1,mid,8,high,Electra,Surly
194,12320.1207,8,high,8,high,Surly,Surly
1332,12307.9627,9,high,9,high,Trek,Trek
1332,12307.9627,2,mid,9,high,Haro,Trek
1332,12307.9627,9,high,9,high,Trek,Trek
690,12104.7860,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
690,12104.7860,8,high,7,mid,Surly,"Sun Bicycles"
690,12104.7860,1,mid,7,mid,Electra,"Sun Bicycles"
690,12104.7860,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
690,12104.7860,9,high,7,mid,Trek,"Sun Bicycles"
905,12089.9814,9,high,9,high,Trek,Trek
135,12026.9409,8,high,8,high,Surly,Surly
135,12026.9409,9,high,8,high,Trek,Surly
135,12026.9409,1,mid,8,high,Electra,Surly
138,12010.4969,9,high,1,mid,Trek,Electra
138,12010.4969,1,mid,1,mid,Electra,Electra
138,12010.4969,1,mid,1,mid,Electra,Electra
1195,11993.9720,9,high,9,high,Trek,Trek
1195,11993.9720,1,mid,9,high,Electra,Trek
29,11979.9467,1,mid,1,mid,Electra,Electra
330,11972.9271,9,high,1,mid,Trek,Electra
330,11972.9271,9,high,1,mid,Trek,Electra
330,11972.9271,1,mid,1,mid,Electra,Electra
330,11972.9271,1,mid,1,mid,Electra,Electra
330,11972.9271,1,mid,1,mid,Electra,Electra
1019,11950.4766,3,high,9,high,Heller,Trek
1019,11950.4766,9,high,9,high,Trek,Trek
1019,11950.4766,1,mid,9,high,Electra,Trek
1019,11950.4766,9,high,9,high,Trek,Trek
165,11907.9041,1,mid,8,high,Electra,Surly
165,11907.9041,8,high,8,high,Surly,Surly
165,11907.9041,1,mid,8,high,Electra,Surly
165,11907.9041,9,high,8,high,Trek,Surly
165,11907.9041,6,low,8,high,Strider,Surly
322,11832.4539,2,mid,1,mid,Haro,Electra
322,11832.4539,1,mid,1,mid,Electra,Electra
322,11832.4539,9,high,1,mid,Trek,Electra
747,11831.3359,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
